ch,CF,PW,BW,ID,offset,exponent,error,r_squared,sub_id,timestamp,nr_intepolated_channels,nr_dropped_ica,nr_retained_epochs,nr_retained_ica
E1,5.246818162048403,0.26304743436444866,5.999999999979976,0,-7.351944231469489,1.8098987611092567,0.06273544943936908,0.9700693265868213,115,2024-06-26 01:12:09.741023,0,6,81,9
E1,34.73936007315115,0.36976155344790484,5.999999999999999,0,-7.351944231469489,1.8098987611092567,0.06273544943936908,0.9700693265868213,115,2024-06-26 01:12:09.741023,0,6,81,9
E3,21.887917404036717,0.24458141741397732,3.357955358756901,2,-7.883258816683181,1.18065238864105,0.11537624752411237,0.8454793724358456,115,2024-06-26 01:12:09.741023,0,6,81,9
E3,24.12687558127676,0.2060077912589513,4.2160642063789044,2,-7.883258816683181,1.18065238864105,0.11537624752411237,0.8454793724358456,115,2024-06-26 01:12:09.741023,0,6,81,9
E4,2.3405690637121626,0.4514318485428177,5.23027021674763,3,-8.401857073173264,0.8889492842379214,0.07102292357824518,0.9401476254495434,115,2024-06-26 01:12:09.741023,0,6,81,9
E4,9.090540409468693,0.1799571299095497,1.4555084254744315,3,-8.401857073173264,0.8889492842379214,0.07102292357824518,0.9401476254495434,115,2024-06-26 01:12:09.741023,0,6,81,9
E4,21.766578101556448,0.2722108868102868,3.1378540762617027,3,-8.401857073173264,0.8889492842379214,0.07102292357824518,0.9401476254495434,115,2024-06-26 01:12:09.741023,0,6,81,9
E4,24.543936626395386,0.20610881611418108,3.5218666863967303,3,-8.401857073173264,0.8889492842379214,0.07102292357824518,0.9401476254495434,115,2024-06-26 01:12:09.741023,0,6,81,9
E5,2.4876791803892377,0.23167203528947056,5.999999999999982,4,-8.222190057999146,1.3047723612237743,0.06148843551522337,0.9694932116451385,115,2024-06-26 01:12:09.741023,0,6,81,9
E5,9.2943655725775,0.20605237681408006,1.903370881092718,4,-8.222190057999146,1.3047723612237743,0.06148843551522337,0.9694932116451385,115,2024-06-26 01:12:09.741023,0,6,81,9
E5,23.623209706783015,0.166601513436623,3.9792689687215326,4,-8.222190057999146,1.3047723612237743,0.06148843551522337,0.9694932116451385,115,2024-06-26 01:12:09.741023,0,6,81,9
E6,9.263913755822912,0.20953865074794997,2.4305487081855066,5,-8.11297622261288,1.5577028929581553,0.05702623503935443,0.9754343454176478,115,2024-06-26 01:12:09.741023,0,6,81,9
E7,9.68498761570101,0.2536952577766094,4.520274675860837,6,-8.316775050923816,1.6371636863601817,0.05799051893828358,0.9801481074920031,115,2024-06-26 01:12:09.741023,0,6,81,9
E8,9.559189556236639,0.29041770552492174,4.56189705034823,7,-8.478625478106345,1.7249112351514324,0.04428505419083068,0.9876286516363234,115,2024-06-26 01:12:09.741023,0,6,81,9
E8,17.692340127909045,0.19067984068758292,5.191790832313241,7,-8.478625478106345,1.7249112351514324,0.04428505419083068,0.9876286516363234,115,2024-06-26 01:12:09.741023,0,6,81,9
E9,9.550144486216906,0.2230041353556267,5.542165968481472,8,-8.4821721608227,1.9073057576874501,0.04444030800308048,0.9904176633374001,115,2024-06-26 01:12:09.741023,0,6,81,9
E9,17.882365372116247,0.280468688951343,5.120517322363387,8,-8.4821721608227,1.9073057576874501,0.04444030800308048,0.9904176633374001,115,2024-06-26 01:12:09.741023,0,6,81,9
E10,7.355743084840882,0.19113640585145752,5.999999999999999,9,-7.408650317541105,1.682088129981839,0.07914006163371864,0.9682329264440925,115,2024-06-26 01:12:09.741023,0,6,81,9
