ch,CF,PW,BW,ID,offset,exponent,error,r_squared,sub_id,timestamp,nr_intepolated_channels,nr_dropped_ica,nr_retained_epochs,nr_retained_ica
E1,8.8696177975117,0.5457671596858287,2.6631024429729053,0,-9.332278983638577,0.8499757078058678,0.03795327204100122,0.9831492838871594,138,2024-06-26 01:14:51.121488,6,6,42,44
E1,18.6777393505808,0.44274409444778406,5.999999999999999,0,-9.332278983638577,0.8499757078058678,0.03795327204100122,0.9831492838871594,138,2024-06-26 01:14:51.121488,6,6,42,44
E1,22.792603139681713,0.34423463685059374,3.994155058257545,0,-9.332278983638577,0.8499757078058678,0.03795327204100122,0.9831492838871594,138,2024-06-26 01:14:51.121488,6,6,42,44
E2,8.788728285743673,0.7402115873946578,2.7499795459555316,1,-9.434999611814938,0.8733802332183873,0.05441933350159283,0.9735871938543987,138,2024-06-26 01:14:51.121488,6,6,42,44
E2,16.853860253929707,0.49119441707201084,5.999999999999999,1,-9.434999611814938,0.8733802332183873,0.05441933350159283,0.9735871938543987,138,2024-06-26 01:14:51.121488,6,6,42,44
E2,21.52311249786953,0.5637035380297313,5.999999999999931,1,-9.434999611814938,0.8733802332183873,0.05441933350159283,0.9735871938543987,138,2024-06-26 01:14:51.121488,6,6,42,44
E3,8.641516234737663,0.8712485726091206,2.6572862394589123,2,-9.510583300148992,0.802161426125887,0.04823325105323981,0.979929621705213,138,2024-06-26 01:14:51.121488,6,6,42,44
E3,16.13076695224849,0.43823757671443,5.999999999999999,2,-9.510583300148992,0.802161426125887,0.04823325105323981,0.979929621705213,138,2024-06-26 01:14:51.121488,6,6,42,44
E3,21.066504060750873,0.6102600917727123,5.999999999999999,2,-9.510583300148992,0.802161426125887,0.04823325105323981,0.979929621705213,138,2024-06-26 01:14:51.121488,6,6,42,44
E3,30.412346326865023,0.2657491224129487,2.31245861372824,2,-9.510583300148992,0.802161426125887,0.04823325105323981,0.979929621705213,138,2024-06-26 01:14:51.121488,6,6,42,44
E4,8.258140037807285,0.9729817045362115,2.2265846334820094,3,-9.52054947162079,0.7989090633821556,0.0523620430446774,0.9775493336054003,138,2024-06-26 01:14:51.121488,6,6,42,44
E4,10.152068224324703,0.4965474426316945,2.680619428156477,3,-9.52054947162079,0.7989090633821556,0.0523620430446774,0.9775493336054003,138,2024-06-26 01:14:51.121488,6,6,42,44
E4,17.433028911009895,0.5570139994156822,5.999999999990175,3,-9.52054947162079,0.7989090633821556,0.0523620430446774,0.9775493336054003,138,2024-06-26 01:14:51.121488,6,6,42,44
E4,22.021545015323046,0.5719922622628992,5.194337524138918,3,-9.52054947162079,0.7989090633821556,0.0523620430446774,0.9775493336054003,138,2024-06-26 01:14:51.121488,6,6,42,44
E4,30.37780309156614,0.3783737320333742,2.6628573035994623,3,-9.52054947162079,0.7989090633821556,0.0523620430446774,0.9775493336054003,138,2024-06-26 01:14:51.121488,6,6,42,44
E5,8.245944078677235,1.0996482321350776,2.2895492642120283,4,-9.429869407774886,0.8007250176171414,0.05637990524678499,0.9763412525197859,138,2024-06-26 01:14:51.121488,6,6,42,44
E5,10.222895091805514,0.5267637149908833,2.4408833802299994,4,-9.429869407774886,0.8007250176171414,0.05637990524678499,0.9763412525197859,138,2024-06-26 01:14:51.121488,6,6,42,44
E5,16.86815889622944,0.4921912688298029,5.999999967808056,4,-9.429869407774886,0.8007250176171414,0.05637990524678499,0.9763412525197859,138,2024-06-26 01:14:51.121488,6,6,42,44
E5,21.693382858378286,0.5977106320506334,5.0643153978736875,4,-9.429869407774886,0.8007250176171414,0.05637990524678499,0.9763412525197859,138,2024-06-26 01:14:51.121488,6,6,42,44
E5,30.440709379882463,0.45824165571380426,2.7748353802629686,4,-9.429869407774886,0.8007250176171414,0.05637990524678499,0.9763412525197859,138,2024-06-26 01:14:51.121488,6,6,42,44
E6,8.199131641953656,1.116103933059538,2.253822303202069,5,-9.370900757830876,0.8505355203726456,0.05730182856127784,0.976141099364472,138,2024-06-26 01:14:51.121488,6,6,42,44
E6,9.946311245154913,0.6076387940429715,2.664394022422725,5,-9.370900757830876,0.8505355203726456,0.05730182856127784,0.976141099364472,138,2024-06-26 01:14:51.121488,6,6,42,44
E6,16.940382588932515,0.5113375842940133,5.9999999876398515,5,-9.370900757830876,0.8505355203726456,0.05730182856127784,0.976141099364472,138,2024-06-26 01:14:51.121488,6,6,42,44
E6,21.74916915564453,0.6112144073941934,5.124476800548441,5,-9.370900757830876,0.8505355203726456,0.05730182856127784,0.976141099364472,138,2024-06-26 01:14:51.121488,6,6,42,44
E6,30.443364484045794,0.47868148968626123,2.9467797457202014,5,-9.370900757830876,0.8505355203726456,0.05730182856127784,0.976141099364472,138,2024-06-26 01:14:51.121488,6,6,42,44
E7,8.56814726535653,0.964347487297367,2.411229747598303,6,-9.197154094879622,1.0467710090462121,0.053204268522117085,0.9795508447231323,138,2024-06-26 01:14:51.121488,6,6,42,44
E7,16.6320539068089,0.42827118980802936,5.999999999999715,6,-9.197154094879622,1.0467710090462121,0.053204268522117085,0.9795508447231323,138,2024-06-26 01:14:51.121488,6,6,42,44
E7,17.805774697726832,0.5744748686186192,1.305724395909843,6,-9.197154094879622,1.0467710090462121,0.053204268522117085,0.9795508447231323,138,2024-06-26 01:14:51.121488,6,6,42,44
E7,21.622141506014614,0.612650917387457,5.172637476853009,6,-9.197154094879622,1.0467710090462121,0.053204268522117085,0.9795508447231323,138,2024-06-26 01:14:51.121488,6,6,42,44
E7,30.418739933136827,0.4357303085774209,2.940566190678434,6,-9.197154094879622,1.0467710090462121,0.053204268522117085,0.9795508447231323,138,2024-06-26 01:14:51.121488,6,6,42,44
E8,8.295434455139919,0.9941421625386067,2.2341917510470815,7,-9.706516168868934,0.8462321714693928,0.05442753573907152,0.9737278496193744,138,2024-06-26 01:14:51.121488,6,6,42,44
E8,10.255516492856145,0.4653359588829673,2.3302713653663827,7,-9.706516168868934,0.8462321714693928,0.05442753573907152,0.9737278496193744,138,2024-06-26 01:14:51.121488,6,6,42,44
E8,16.151072062068202,0.40896879433934785,4.503596804239029,7,-9.706516168868934,0.8462321714693928,0.05442753573907152,0.9737278496193744,138,2024-06-26 01:14:51.121488,6,6,42,44
E8,21.20262722199144,0.6106066342166958,5.9846162595926,7,-9.706516168868934,0.8462321714693928,0.05442753573907152,0.9737278496193744,138,2024-06-26 01:14:51.121488,6,6,42,44
E8,30.352113690298193,0.4844465242077245,3.095008270571201,7,-9.706516168868934,0.8462321714693928,0.05442753573907152,0.9737278496193744,138,2024-06-26 01:14:51.121488,6,6,42,44
E9,8.590955139189546,0.8751204094528156,2.6231742284017807,8,-10.375804465859066,0.9153307626507577,0.053743016520652914,0.974309271658224,138,2024-06-26 01:14:51.121488,6,6,42,44
E9,17.453457534742718,0.5077150722037498,5.999999999998863,8,-10.375804465859066,0.9153307626507577,0.053743016520652914,0.974309271658224,138,2024-06-26 01:14:51.121488,6,6,42,44
E9,22.38819152223074,0.5785587067497637,5.593472849282756,8,-10.375804465859066,0.9153307626507577,0.053743016520652914,0.974309271658224,138,2024-06-26 01:14:51.121488,6,6,42,44
E9,30.412167106803853,0.48812048840144406,3.0458171063169743,8,-10.375804465859066,0.9153307626507577,0.053743016520652914,0.974309271658224,138,2024-06-26 01:14:51.121488,6,6,42,44
E10,8.675178889900076,0.7568371278168176,2.649377299116314,9,-9.54713635714734,0.792655647533857,0.053664124866456525,0.9726127750318111,138,2024-06-26 01:14:51.121488,6,6,42,44
E10,16.663353432500877,0.45746951821610793,5.999999999987703,9,-9.54713635714734,0.792655647533857,0.053664124866456525,0.9726127750318111,138,2024-06-26 01:14:51.121488,6,6,42,44
E10,21.143819409646447,0.5602129687959412,5.999999999999684,9,-9.54713635714734,0.792655647533857,0.053664124866456525,0.9726127750318111,138,2024-06-26 01:14:51.121488,6,6,42,44
E11,8.263651127949268,0.9255612267413724,2.2091802104017644,10,-9.564267188422226,0.7908402756576307,0.05116476841235666,0.9775117839898194,138,2024-06-26 01:14:51.121488,6,6,42,44
E11,10.033986070989274,0.5082325501630081,2.910844008432504,10,-9.564267188422226,0.7908402756576307,0.05116476841235666,0.9775117839898194,138,2024-06-26 01:14:51.121488,6,6,42,44
E11,18.14668233534506,0.6036148168231925,5.9999999999999964,10,-9.564267188422226,0.7908402756576307,0.05116476841235666,0.9775117839898194,138,2024-06-26 01:14:51.121488,6,6,42,44
E11,22.401388383456553,0.5398480584256422,3.9352808118447107,10,-9.564267188422226,0.7908402756576307,0.05116476841235666,0.9775117839898194,138,2024-06-26 01:14:51.121488,6,6,42,44
E11,25.385107135732074,0.2461354912599969,1.1931725865506604,10,-9.564267188422226,0.7908402756576307,0.05116476841235666,0.9775117839898194,138,2024-06-26 01:14:51.121488,6,6,42,44
E11,30.32299677770508,0.35570159193876094,2.7642417124542584,10,-9.564267188422226,0.7908402756576307,0.05116476841235666,0.9775117839898194,138,2024-06-26 01:14:51.121488,6,6,42,44
E12,8.223462418355886,0.9931005846318701,2.183673924944069,11,-9.51564847886356,0.8006907386921837,0.05506672412891586,0.9751194839188603,138,2024-06-26 01:14:51.121488,6,6,42,44
E12,9.867221165262496,0.608805042666086,2.6748748816522085,11,-9.51564847886356,0.8006907386921837,0.05506672412891586,0.9751194839188603,138,2024-06-26 01:14:51.121488,6,6,42,44
E12,17.41442247999116,0.551114763830217,5.999744339538903,11,-9.51564847886356,0.8006907386921837,0.05506672412891586,0.9751194839188603,138,2024-06-26 01:14:51.121488,6,6,42,44
E12,21.942018073561783,0.5634904390099997,5.412330025261679,11,-9.51564847886356,0.8006907386921837,0.05506672412891586,0.9751194839188603,138,2024-06-26 01:14:51.121488,6,6,42,44
E12,30.35349214609385,0.44398328213124927,2.7642671402467967,11,-9.51564847886356,0.8006907386921837,0.05506672412891586,0.9751194839188603,138,2024-06-26 01:14:51.121488,6,6,42,44
E13,7.989771107302766,0.9561614789497526,1.7793286878648442,12,-9.123903805133093,0.9945224623798923,0.05217940843173054,0.9780974174647116,138,2024-06-26 01:14:51.121488,6,6,42,44
E13,9.186974931563583,0.7961672773780641,2.302717000029843,12,-9.123903805133093,0.9945224623798923,0.05217940843173054,0.9780974174647116,138,2024-06-26 01:14:51.121488,6,6,42,44
E13,17.94547401593868,0.5012463769915332,5.9979695602148615,12,-9.123903805133093,0.9945224623798923,0.05217940843173054,0.9780974174647116,138,2024-06-26 01:14:51.121488,6,6,42,44
E13,22.09029429501654,0.5249291669456859,4.885439605037541,12,-9.123903805133093,0.9945224623798923,0.05217940843173054,0.9780974174647116,138,2024-06-26 01:14:51.121488,6,6,42,44
E13,30.394685447418453,0.5034073139089656,3.0117077883104693,12,-9.123903805133093,0.9945224623798923,0.05217940843173054,0.9780974174647116,138,2024-06-26 01:14:51.121488,6,6,42,44
E14,8.45653246339282,1.0206256630725097,2.274596152830701,13,-9.08571409139348,0.9924499225405933,0.05903906237575075,0.9723039750635512,138,2024-06-26 01:14:51.121488,6,6,42,44
E14,13.047120784305623,0.14671310416595063,5.9688056349416225,13,-9.08571409139348,0.9924499225405933,0.05903906237575075,0.9723039750635512,138,2024-06-26 01:14:51.121488,6,6,42,44
E14,20.414136982596077,0.6272630357568367,5.999999999999999,13,-9.08571409139348,0.9924499225405933,0.05903906237575075,0.9723039750635512,138,2024-06-26 01:14:51.121488,6,6,42,44
E14,30.468557623281885,0.5530426266279687,3.1866313427255584,13,-9.08571409139348,0.9924499225405933,0.05903906237575075,0.9723039750635512,138,2024-06-26 01:14:51.121488,6,6,42,44
E15,8.511285195770762,1.0792112667116367,2.578235556681828,14,-9.322067039650808,0.8226367267141133,0.07284666272175677,0.9513643918774335,138,2024-06-26 01:14:51.121488,6,6,42,44
